Date,mkt-rf,smb,hml,rf,mkt
1962-04-26,-0.0096,-0.0018,-0.0013,0.00011000000000000002,-0.00971
1962-04-27,-0.0109,0.0009,0.0037,0.00011000000000000002,-0.011009999999999999
1962-04-30,-0.0169,-0.0017000000000000001,0.0007000000000000001,0.00011000000000000002,-0.017009999999999997
1962-05-01,0.008100000000000001,-0.0012,0.0021,0.00011000000000000002,0.00799
1962-05-02,0.004699999999999999,0.0029,0.0004,0.00011000000000000002,0.0045899999999999995
1962-05-03,0.008199999999999999,-0.0042,-0.0019,0.00011000000000000002,0.00809
1962-05-04,-0.0048,-0.0006,-0.0014000000000000002,0.00011000000000000002,-0.00491
1962-05-07,-0.0031,-0.002,0.003,0.00011000000000000002,-0.00321
1962-05-08,-0.012,-0.0016,0.0046,0.00011000000000000002,-0.01211
1962-05-09,-0.0132,0.0015,0.0015,0.00011000000000000002,-0.013309999999999999
1962-05-10,-0.011000000000000001,-0.0027,0.0008,0.00011000000000000002,-0.01111
1962-05-11,-0.0147,-0.0011,0.0036,0.00011000000000000002,-0.014809999999999999
1962-05-14,0.0076,0.0,0.0002,0.00011000000000000002,0.00749
1962-05-15,0.0176,0.0036,-0.0028000000000000004,0.00011000000000000002,0.017490000000000002
1962-05-16,-0.0007000000000000001,-0.0033,0.0014000000000000002,0.00011000000000000002,-0.0008100000000000001
1962-05-17,-0.0063,-0.0023,0.0033,0.00011000000000000002,-0.00641
1962-05-18,-0.0012,-0.0019,0.0002,0.00011000000000000002,-0.00131
1962-05-21,-0.0039000000000000003,0.0006,-0.0006,0.00011000000000000002,-0.0040100000000000005
1962-05-22,-0.020099999999999996,-0.0008,0.0014000000000000002,0.00011000000000000002,-0.02021
1962-05-23,-0.02,-0.0067,0.006999999999999999,0.00011000000000000002,-0.020110000000000003
1962-05-24,-0.0088,-0.0040999999999999995,0.0046,0.00011000000000000002,-0.00891
1962-05-25,-0.0189,-0.0046,0.0018,0.00011000000000000002,-0.01901
1962-05-28,-0.07,0.0072,0.015600000000000001,0.00011000000000000002,-0.07011
1962-05-29,0.0495,-0.038599999999999995,-0.0155,0.00011000000000000002,0.04939
1962-05-31,0.0278,0.0239,-0.003,0.00011000000000000002,0.027689999999999996
1962-06-01,-0.0033,0.0028000000000000004,0.0017000000000000001,9e-05,-0.0033900000000000002
1962-06-04,-0.0361,-0.0046,0.009399999999999999,9e-05,-0.03619
1962-06-05,0.0048,-0.0064,0.0016,9e-05,0.00471
1962-06-06,0.014199999999999999,0.0046,-0.0001,9e-05,0.014110000000000001
1962-06-07,0.0001,0.0044,-0.0022,9e-05,9.999999999999992e-06
1962-06-08,0.0004,0.0006,-0.0016,9e-05,0.00031
1962-06-11,-0.0109,-0.0009,0.0064,9e-05,-0.01099
1962-06-12,-0.0259,-0.0033,0.0060999999999999995,9e-05,-0.02599
1962-06-13,-0.0158,-0.0033,0.0026,9e-05,-0.01589
1962-06-14,-0.021,-0.0038,0.0062,9e-05,-0.02109
1962-06-15,0.029900000000000003,-0.0028000000000000004,-0.0055000000000000005,9e-05,0.029810000000000003
1962-06-18,-0.0042,0.0048,0.0027,9e-05,-0.0042899999999999995
1962-06-19,-0.0026,-0.0011,0.002,9e-05,-0.00269
1962-06-20,-0.013999999999999999,0.0037,0.0015,9e-05,-0.014089999999999998
1962-06-21,-0.022400000000000003,0.0012,0.0058,9e-05,-0.02249
1962-06-22,-0.017,-0.002,-0.0043,9e-05,-0.017089999999999998
1962-06-25,-0.0034000000000000002,-0.0034000000000000002,-0.0077,9e-05,-0.0034900000000000005
1962-06-26,-0.0037,0.0064,0.0038,9e-05,-0.00379
1962-06-27,0.0054,-0.0049,-0.0028000000000000004,9e-05,0.0053100000000000005
1962-06-28,0.0339,-0.0022,-0.0024,9e-05,0.03381
1962-06-29,0.0060999999999999995,0.0036,0.0027,9e-05,0.00601
1962-07-02,0.0207,-0.005699999999999999,-0.0075,0.00013000000000000002,0.020569999999999998
1962-07-03,0.011399999999999999,0.0021,-0.0040999999999999995,0.00013000000000000002,0.01127
1962-07-05,0.006,-0.0013,0.0003,0.00013000000000000002,0.005869999999999999
1962-07-06,-0.0108,-0.0007000000000000001,0.0067,0.00013000000000000002,-0.01093
1962-07-09,0.0067,-0.0008,-0.0039000000000000003,0.00013000000000000002,0.00657
1962-07-10,0.0125,0.0132,-0.0007000000000000001,0.00013000000000000002,0.01237
1962-07-11,0.0098,0.0021,-0.0066,0.00013000000000000002,0.00967
1962-07-12,0.0053,0.0106,-0.0028000000000000004,0.00013000000000000002,0.00517
1962-07-13,-0.003,0.0036,-0.0038,0.00013000000000000002,-0.00313
1962-07-16,0.0001,0.0029,-0.0068000000000000005,0.00013000000000000002,-3.000000000000001e-05
1962-07-17,-0.0177,-0.0016,0.0097,0.00013000000000000002,-0.01783
1962-07-18,-0.0103,-0.0031,0.0034999999999999996,0.00013000000000000002,-0.01043
1962-07-19,0.0039000000000000003,0.0006,-0.0032,0.00013000000000000002,0.00377
1962-07-20,0.0060999999999999995,-0.0036,-0.0004,0.00013000000000000002,0.00597
1962-07-23,-0.0006,0.002,-0.0034000000000000002,0.00013000000000000002,-0.00073
1962-07-24,-0.0084,0.0004,0.0045000000000000005,0.00013000000000000002,-0.00853
1962-07-25,0.0017000000000000001,-0.0043,-0.0023,0.00013000000000000002,0.00157
1962-07-26,0.0045000000000000005,0.001,-0.002,0.00013000000000000002,0.00437
1962-07-27,0.0073,-0.0026,-0.0013,0.00013000000000000002,0.007169999999999999
1962-07-30,0.0101,-0.0005,-0.0051,0.00013000000000000002,0.00997
1962-07-31,0.0063,0.0006,-0.0037,0.00013000000000000002,0.00617
1962-08-01,-0.0074,0.0015,0.005,0.0001,-0.0075
1962-08-02,0.0034999999999999996,-0.0002,-0.0063,0.0001,0.0034
1962-08-03,0.0021,-0.0007000000000000001,0.0027,0.0001,0.002
1962-08-06,-0.0063,0.0012,0.003,0.0001,-0.0064
1962-08-07,-0.0060999999999999995,-0.0006,0.002,0.0001,-0.0062
1962-08-08,0.0033,0.0003,-0.0017000000000000001,0.0001,0.0032
1962-08-09,-0.0012,0.0013,0.0009,0.0001,-0.0013
1962-08-10,0.0016,-0.0013,0.0011,0.0001,0.0015
1962-08-13,0.0021,0.0004,-0.0025,0.0001,0.002
1962-08-14,0.009899999999999999,-0.0029,-0.0051,0.0001,0.0098
1962-08-15,0.0070999999999999995,0.0045000000000000005,-0.0009,0.0001,0.006999999999999999
1962-08-16,0.0004,0.0052,-0.0049,0.0001,0.0003
1962-08-17,0.0060999999999999995,-0.0009,-0.0032,0.0001,0.006
1962-08-20,0.006,0.003,-0.0036,0.0001,0.0059
1962-08-21,-0.0036,-0.002,0.0038,0.0001,-0.0037
1962-08-22,0.011699999999999999,0.0001,-0.0032,0.0001,0.0116
1962-08-23,-0.0012,-0.0009,0.0009,0.0001,-0.0013
1962-08-24,-0.0013,0.0029,0.0,0.0001,-0.0014000000000000002
1962-08-27,-0.0005,0.0008,0.0002,0.0001,-0.0006000000000000001
1962-08-28,-0.0111,-0.0026,0.0036,0.0001,-0.011200000000000002
1962-08-29,-0.0018,-0.0002,0.0007000000000000001,0.0001,-0.0019
1962-08-30,-0.0001,0.0014000000000000002,-0.0026,0.0001,-0.0002
1962-08-31,0.008100000000000001,0.0019,-0.0015,0.0001,0.008
1962-09-04,-0.0097,0.0005,0.0032,0.00011000000000000002,-0.00981
1962-09-05,-0.0070999999999999995,-0.0029,0.0049,0.00011000000000000002,-0.007209999999999999
1962-09-06,0.0037,-0.0002,-0.0019,0.00011000000000000002,0.00359
1962-09-07,0.0001,-0.0007000000000000001,0.0012,0.00011000000000000002,-1.000000000000001e-05
1962-09-10,0.0007000000000000001,-0.0036,-0.0017000000000000001,0.00011000000000000002,0.00059
1962-09-11,0.0025,-0.0019,-0.002,0.00011000000000000002,0.0023899999999999998
1962-09-12,0.0043,-0.0003,-0.0032,0.00011000000000000002,0.00419
1962-09-13,-0.0025,-0.0014000000000000002,0.0018,0.00011000000000000002,-0.00261
1962-09-14,0.003,-0.0018,0.0011,0.00011000000000000002,0.0028899999999999998
1962-09-17,0.0026,0.0004,-0.0076,0.00011000000000000002,0.00249
1962-09-18,-0.0007000000000000001,0.0004,-0.0021,0.00011000000000000002,-0.0008100000000000001
1962-09-19,-0.0019,-0.0029,0.0006,0.00011000000000000002,-0.00201
1962-09-20,-0.0067,-0.0006,0.0009,0.00011000000000000002,-0.00681
1962-09-21,-0.0144,-0.0034999999999999996,0.0054,0.00011000000000000002,-0.014509999999999999
1962-09-24,-0.018500000000000003,-0.0016,0.0084,0.00011000000000000002,-0.01861
1962-09-25,0.0054,-0.0005,-0.0040999999999999995,0.00011000000000000002,0.00529
1962-09-26,-0.0141,-0.0026,0.0088,0.00011000000000000002,-0.014209999999999999
1962-09-27,-0.006500000000000001,-0.0004,0.0039000000000000003,0.00011000000000000002,-0.00661
1962-09-28,0.0067,-0.0024,-0.0048,0.00011000000000000002,0.00659
1962-10-01,-0.0128,-0.0026,0.0045000000000000005,0.00011000000000000002,-0.01291
1962-10-02,0.0104,-0.0019,-0.0059,0.00011000000000000002,0.01029
1962-10-03,0.0014000000000000002,-0.0015,0.0044,0.00011000000000000002,0.0012900000000000001
1962-10-04,0.008,-0.0044,-0.002,0.00011000000000000002,0.007890000000000001
1962-10-05,0.0060999999999999995,-0.0006,-0.0018,0.00011000000000000002,0.00599
1962-10-08,0.0001,0.0015,0.001,0.00011000000000000002,-1.000000000000001e-05
1962-10-09,0.003,-0.0013,-0.0028000000000000004,0.00011000000000000002,0.0028899999999999998
1962-10-10,-0.0001,0.0012,-0.0007000000000000001,0.00011000000000000002,-0.00021
1962-10-11,-0.003,-0.0013,0.0008,0.00011000000000000002,-0.00311
1962-10-12,-0.0018,-0.0019,0.003,0.00011000000000000002,-0.00191
1962-10-15,0.0046,-0.0023,-0.0036,0.00011000000000000002,0.00449
1962-10-16,-0.0032,-0.0013,0.0028000000000000004,0.00011000000000000002,-0.00331
1962-10-17,-0.0046,-0.0039000000000000003,0.0029,0.00011000000000000002,-0.004710000000000001
1962-10-18,-0.009399999999999999,-0.0019,0.0002,0.00011000000000000002,-0.00951
1962-10-19,-0.013500000000000002,-0.0011,0.0046,0.00011000000000000002,-0.01361
1962-10-22,-0.011699999999999999,-0.0055000000000000005,0.0034999999999999996,0.00011000000000000002,-0.011809999999999998
1962-10-23,-0.0268,-0.001,0.0101,0.00011000000000000002,-0.026910000000000003
1962-10-24,0.028300000000000002,-0.0144,-0.0137,0.00011000000000000002,0.02819
1962-10-25,-0.0077,0.005600000000000001,0.0106,0.00011000000000000002,-0.00781
1962-10-26,-0.003,-0.0027,0.0023,0.00011000000000000002,-0.00311
1962-10-29,0.0219,0.0022,-0.0059,0.00011000000000000002,0.021789999999999997
1962-10-30,0.0149,-0.001,-0.004699999999999999,0.00011000000000000002,0.014790000000000001
1962-10-31,-0.0001,-0.0004,0.0027,0.00011000000000000002,-0.00021
1962-11-01,0.0101,-0.0023,-0.0032,0.0001,0.01
1962-11-02,0.010700000000000001,0.0005,-0.0025,0.0001,0.0106
1962-11-05,0.0103,0.0017000000000000001,-0.0008,0.0001,0.0102
1962-11-07,0.0069,0.0009,0.0023,0.0001,0.0068
1962-11-08,-0.0059,0.0019,0.006999999999999999,0.0001,-0.006
1962-11-09,0.0098,0.0026,0.002,0.0001,0.0097
1962-11-12,0.0138,0.0073,0.0008,0.0001,0.013699999999999999
1962-11-13,-0.0019,-0.0001,-0.001,0.0001,-0.002
1962-11-14,0.012,0.0022,-0.0013,0.0001,0.011899999999999999
1962-11-15,-0.0027,0.0001,0.0011,0.0001,-0.0028000000000000004
1962-11-16,0.003,-0.001,0.0021,0.0001,0.0029
1962-11-19,-0.004699999999999999,-0.002,0.0026,0.0001,-0.0048
1962-11-20,0.009899999999999999,-0.0038,0.0043,0.0001,0.0098
1962-11-21,0.0069,0.0019,-0.0014000000000000002,0.0001,0.0068
1962-11-23,0.011699999999999999,-0.0007000000000000001,-0.0001,0.0001,0.0116
1962-11-26,-0.0028000000000000004,0.0008,-0.001,0.0001,-0.0029000000000000002
1962-11-27,0.0070999999999999995,0.0053,-0.0005,0.0001,0.006999999999999999
1962-11-28,0.0074,0.0046,-0.0039000000000000003,0.0001,0.0073
1962-11-29,0.0044,0.0014000000000000002,-0.003,0.0001,0.0043
1962-11-30,-0.0022,0.0026,0.005,0.0001,-0.0023
1962-12-03,-0.004,-0.0001,0.002,0.00012,-0.00412
1962-12-04,0.0108,-0.0004,-0.0017000000000000001,0.00012,0.01068
1962-12-05,0.0040999999999999995,-0.0009,-0.004699999999999999,0.00012,0.00398
1962-12-06,0.0008,-0.0006,-0.0037,0.00012,0.00068
1962-12-07,0.002,-0.0054,-0.0014000000000000002,0.00012,0.00188
1962-12-10,-0.013000000000000001,-0.005699999999999999,-0.0005,0.00012,-0.01312
1962-12-11,0.0004,-0.0034000000000000002,0.0036,0.00012,0.00028000000000000003
1962-12-12,0.0046,0.0006,-0.0003,0.00012,0.0044800000000000005
1962-12-13,-0.0036,-0.0017000000000000001,0.0016,0.00012,-0.0037199999999999998
1962-12-14,0.002,-0.0026,0.0003,0.00012,0.00188
1962-12-17,-0.0038,-0.0013,-0.0037,0.00012,-0.00392
1962-12-18,-0.0048,-0.0059,0.0043,0.00012,-0.00492
1962-12-19,0.0076,-0.0046,-0.001,0.00012,0.00748
1962-12-20,0.0031,0.0,0.0005,0.00012,0.00298
1962-12-21,-0.0023,-0.0022,0.0023,0.00012,-0.0024200000000000003
1962-12-24,-0.0006,-0.0006,0.0013,0.00012,-0.0007199999999999999
1962-12-26,0.0060999999999999995,-0.001,0.0022,0.00012,0.00598
1962-12-27,-0.0016,-0.0003,0.0009,0.00012,-0.0017200000000000002
1962-12-28,0.0005,-0.0006,-0.0014000000000000002,0.00012,0.0003800000000000001
1962-12-31,0.0023,-0.0014000000000000002,0.0032,0.00012,0.00218
1963-01-02,-0.0054,0.0095,0.0031,0.00011000000000000002,-0.00551
1963-01-03,0.0166,0.01,-0.0025,0.00011000000000000002,0.01649
1963-01-04,0.0068000000000000005,0.006500000000000001,0.0,0.00011000000000000002,0.006690000000000001
1963-01-07,0.0006,0.0033,0.0028000000000000004,0.00011000000000000002,0.00049
1963-01-08,0.009000000000000001,-0.0003,0.0022,0.00011000000000000002,0.00889
1963-01-09,-0.0016,0.001,0.0009,0.00011000000000000002,-0.0017100000000000001
1963-01-10,0.0019,0.0021,-0.0009,0.00011000000000000002,0.00179
1963-01-11,0.0025,-0.0004,-0.0014000000000000002,0.00011000000000000002,0.0023899999999999998
1963-01-14,0.005699999999999999,0.0007000000000000001,0.0021,0.00011000000000000002,0.0055899999999999995
1963-01-15,-0.001,-0.0003,0.0033,0.00011000000000000002,-0.00111
1963-01-16,-0.0069,0.001,0.0,0.00011000000000000002,-0.00701
1963-01-17,0.0066,0.0007000000000000001,-0.0021,0.00011000000000000002,0.00649
1963-01-18,0.0002,0.0007000000000000001,-0.0006,0.00011000000000000002,8.999999999999999e-05
1963-01-21,0.0014000000000000002,-0.0002,-0.0019,0.00011000000000000002,0.0012900000000000001
1963-01-22,0.0026,0.004,-0.0003,0.00011000000000000002,0.00249
1963-01-23,0.0022,0.0009,0.003,0.00011000000000000002,0.00209
1963-01-24,0.0016,0.0023,0.0029,0.00011000000000000002,0.00149
1963-01-25,0.0025,-0.0036,0.0033,0.00011000000000000002,0.0023899999999999998
1963-01-28,0.004,-0.0039000000000000003,0.0014000000000000002,0.00011000000000000002,0.0038900000000000002
1963-01-29,0.0002,-0.0032,0.0036,0.00011000000000000002,8.999999999999999e-05
1963-01-30,-0.005600000000000001,-0.0013,0.0014000000000000002,0.00011000000000000002,-0.005710000000000001
1963-01-31,0.0044,-0.0007000000000000001,0.0005,0.00011000000000000002,0.0042899999999999995
1963-02-01,0.0018,0.0009,0.0031,0.00012,0.0016799999999999999
1963-02-04,-0.002,0.0003,-0.0022,0.00012,-0.0021200000000000004
1963-02-05,-0.0007000000000000001,-0.0034000000000000002,0.0032,0.00012,-0.00082
1963-02-06,0.0048,0.0024,-0.0018,0.00012,0.00468
1963-02-07,-0.0029,-0.0003,0.0046,0.00012,-0.00302
1963-02-08,0.0004,-0.0004,-0.0008,0.00012,0.00028000000000000003
1963-02-11,-0.005,0.0007000000000000001,0.0052,0.00012,-0.00512
1963-02-12,0.0004,-0.0012,0.0005,0.00012,0.00028000000000000003
1963-02-13,0.004699999999999999,0.0029,0.0055000000000000005,0.00012,0.00458
1963-02-14,0.003,0.0022,0.0013,0.00012,0.0028799999999999997
1963-02-15,0.0014000000000000002,-0.001,-0.0013,0.00012,0.00128
1963-02-18,0.0015,-0.0028000000000000004,0.0022,0.00012,0.00138
1963-02-19,-0.0042,-0.0003,0.0,0.00012,-0.00432
1963-02-20,-0.0051,0.0008,0.001,0.00012,-0.00522
1963-02-21,0.0011,0.001,-0.0001,0.00012,0.00098
1963-02-25,-0.006,0.0014000000000000002,0.0016,0.00012,-0.00612
1963-02-26,0.0009,0.0024,-0.0021,0.00012,0.00078
1963-02-27,-0.006500000000000001,0.001,0.0011,0.00012,-0.00662
1963-02-28,-0.011399999999999999,-0.0018,0.0004,0.00012,-0.011519999999999999
1963-03-01,-0.0034000000000000002,-0.0028000000000000004,0.0019,0.00011000000000000002,-0.0035100000000000005
1963-03-04,0.0091,0.0001,0.0011,0.00011000000000000002,0.00899
1963-03-05,-0.0003,-0.0033,0.001,0.00011000000000000002,-0.00041
1963-03-06,0.0017000000000000001,-0.0024,-0.0001,0.00011000000000000002,0.00159
1963-03-07,0.0058,-0.0021,-0.0004,0.00011000000000000002,0.00569
1963-03-08,0.0013,-0.0008,0.0008,0.00011000000000000002,0.00119
1963-03-11,0.0021,-0.0032,-0.0004,0.00011000000000000002,0.00199
1963-03-12,0.0024,-0.0012,0.0003,0.00011000000000000002,0.00229
1963-03-13,0.0031,-0.0021,0.0038,0.00011000000000000002,0.00299
1963-03-14,-0.0045000000000000005,0.0009,-0.0018,0.00011000000000000002,-0.00461
1963-03-15,0.0039000000000000003,-0.0043,0.0027,0.00011000000000000002,0.00379
1963-03-18,-0.0044,-0.0006,-0.0012,0.00011000000000000002,-0.00451
1963-03-19,-0.0023,-0.0031,0.0014000000000000002,0.00011000000000000002,-0.0024100000000000002
1963-03-20,0.0070999999999999995,-0.0007000000000000001,0.0032,0.00011000000000000002,0.00699
1963-03-21,-0.0013,0.0002,0.0001,0.00011000000000000002,-0.0014100000000000002
1963-03-22,0.0044,-0.0005,0.0036,0.00011000000000000002,0.0042899999999999995
1963-03-25,0.0003,-0.0006,0.0014000000000000002,0.00011000000000000002,0.00018999999999999996
1963-03-26,0.0026,-0.0019,0.0006,0.00011000000000000002,0.00249
1963-03-27,0.004,0.0015,-0.0017000000000000001,0.00011000000000000002,0.0038900000000000002
1963-03-28,-0.0013,0.0008,0.0001,0.00011000000000000002,-0.0014100000000000002
1963-03-29,0.0,0.0008,0.0040999999999999995,0.00011000000000000002,-0.00011000000000000002
1963-04-01,0.0036,-0.002,0.0033,0.00012,0.0034799999999999996
1963-04-02,-0.0003,-0.0002,0.0004,0.00012,-0.00041999999999999996
1963-04-03,0.0070999999999999995,-0.0043,-0.0008,0.00012,0.006979999999999999
1963-04-04,0.0062,-0.0016,-0.0029,0.00012,0.0060799999999999995
1963-04-05,0.005600000000000001,-0.0013,0.0002,0.00012,0.0054800000000000005
1963-04-08,0.0033,0.0005,-0.0021,0.00012,0.00318
1963-04-09,-0.0008,-0.0001,-0.0009,0.00012,-0.00092
1963-04-10,-0.0026,-0.0009,0.0033,0.00012,-0.00272
1963-04-11,0.0066,-0.0011,0.0029,0.00012,0.0064800000000000005
1963-04-15,0.0038,-0.0046,0.002,0.00012,0.00368
1963-04-16,0.0008,-0.0003,0.0005,0.00012,0.00068
1963-04-17,-0.0023,0.0008,-0.0013,0.00012,-0.0024200000000000003
1963-04-18,0.0008,-0.001,0.0049,0.00012,0.00068
1963-04-19,0.004699999999999999,0.0015,0.0016,0.00012,0.00458
1963-04-22,0.0005,-0.0003,0.0005,0.00012,0.0003800000000000001
1963-04-23,0.0036,0.0,-0.0006,0.00012,0.0034799999999999996
1963-04-24,0.0026,0.0008,0.0004,0.00012,0.00248
1963-04-25,0.0006,-0.0006,-0.0008,0.00012,0.00048
1963-04-26,-0.0006,0.0024,-0.0004,0.00012,-0.0007199999999999999
1963-04-29,-0.0008,-0.0011,-0.0018,0.00012,-0.00092
1963-04-30,0.0021,0.0009,0.001,0.00012,0.00198
1963-05-01,0.0025,-0.0003,-0.0004,0.00011000000000000002,0.0023899999999999998
1963-05-02,0.0025,-0.0009,0.0009,0.00011000000000000002,0.0023899999999999998
1963-05-03,-0.0018,0.0024,-0.0006,0.00011000000000000002,-0.00191
1963-05-06,-0.0064,0.0037,-0.0022,0.00011000000000000002,-0.00651
1963-05-07,-0.0004,0.0027,-0.0019,0.00011000000000000002,-0.00051
1963-05-08,0.0078000000000000005,-0.0003,-0.0003,0.00011000000000000002,0.00769
1963-05-09,0.0043,-0.0004,0.002,0.00011000000000000002,0.00419
